workspace://SpacesStore/a5864541-eaec-4cdd-b61d-0d1394c2fcf0;workspace://SpacesStore/d1022d26-fd96-4d05-9ee6-76d7c8ba08bb;2020-10-28T06:38:33.628Z;2020-10-28T09:02:58.684Z;7964;text/html;18218661;ru;UTF-8
workspace://SpacesStore/6b9b6711-376a-48fe-a8bf-85d6aeff0f3c;workspace://SpacesStore/9e08a80a-4351-41ff-9662-808ab058a2ad;2020-10-06T09:25:25.688Z;2020-10-09T09:08:51.619Z;7830;text/html;15224950;ru;UTF-8
workspace://SpacesStore/1149a556-0837-41d0-9a27-6e5e4c59df3c;workspace://SpacesStore/490d82b8-27b3-48e9-a0d8-a9971f993ec7;2020-11-25T11:35:39.184Z;2021-02-01T09:15:20.635Z;8309;text/html;33365701;ru_RU;UTF-8
workspace://SpacesStore/8ffe18a2-1de0-49ec-8b15-f82a28a39e18;workspace://SpacesStore/15ae798a-4834-4fa9-9875-7cd1f3f38552;2020-11-17T12:36:45.397Z;2020-11-20T06:27:14.740Z;7856;text/html;21963372;ru_RU;UTF-8
workspace://SpacesStore/9f071e9c-ba5d-4e6a-a5f4-a26c856bd255;workspace://SpacesStore/189f462b-6220-4f12-bb25-b773425f38b4;2020-11-25T10:51:45.515Z;2020-12-25T21:32:55.679Z;7379;text/html;28545949;ru;UTF-8
workspace://SpacesStore/1d37f13a-1494-475c-85c7-d10b71e01e2f;workspace://SpacesStore/6075a1c3-c443-400c-b86c-90e0be1ac7eb;2020-12-24T03:22:28.674Z;2021-01-23T21:33:08.623Z;7730;text/html;31916376;ru_RU;UTF-8
workspace://SpacesStore/dbc1fb8d-6605-4a90-b8cd-8f1c19d8b3fa;workspace://SpacesStore/4f02d9c7-1a1c-450d-9706-19ef3a5b4014;2020-11-02T04:33:24.365Z;2020-11-06T11:51:51.696Z;7876;text/html;19844761;ru_RU;UTF-8
workspace://SpacesStore/66fecc6e-2bfc-4811-b124-8c908aac7fda;workspace://SpacesStore/645de28d-998a-4554-b4ab-2698e13c3925;2020-11-24T11:15:10.779Z;2020-12-02T10:51:08.930Z;7661;text/html;23960955;ru_RU;UTF-8
workspace://SpacesStore/132a5a9e-cd69-442e-9dab-7d74fa99da76;workspace://SpacesStore/502af55e-1116-4328-8265-ce3e2a532931;2022-08-18T13:02:47.404Z;2022-08-18T13:03:22.937Z;315904;application/msword;84850729;ru_RU;UTF-8
workspace://SpacesStore/f4b415c3-26e3-4bf2-a772-454d1ee7ed78;workspace://SpacesStore/cdf83ffd-acd0-4baa-9dec-7e0c39eaaa7c;2020-11-24T10:52:00.526Z;2020-11-26T13:54:06.931Z;7938;text/html;23026298;ru_RU;UTF-8
workspace://SpacesStore/52710360-7dd1-418f-b68f-a88a169216b1;workspace://SpacesStore/0c1ab28a-4ed5-4d26-b828-3a1d0a03ab5e;2020-11-09T10:46:06.873Z;2020-12-03T09:00:04.795Z;7770;text/html;24159468;ru_RU;UTF-8
workspace://SpacesStore/b963e946-7c3a-4dfa-b81e-3eca50ec4c64;workspace://SpacesStore/c6ba55b4-21b2-4f3f-b93e-67490cc61047;2020-11-24T04:45:25.386Z;2020-11-24T10:22:22.120Z;7500;text/html;22515263;ru_RU;UTF-8
workspace://SpacesStore/04677136-9f9a-453e-b80a-cd7fd3897c6a;workspace://SpacesStore/0226c424-bbff-4baf-9556-26aa25c487fc;2020-11-24T10:51:04.295Z;2020-12-14T07:28:45.279Z;8333;text/html;25943088;ru_RU;UTF-8
workspace://SpacesStore/aadd32a5-3b0c-4cb6-8c0a-bfaf7de34317;workspace://SpacesStore/87759d05-449c-4e24-8615-a4da3bc0ebc3;2020-11-23T11:10:41.775Z;2020-11-27T05:30:45.173Z;7703;text/html;23103394;ru_RU;UTF-8
workspace://SpacesStore/364c64f1-f659-4485-8631-1f807a88a401;workspace://SpacesStore/808f813f-88a8-48b3-92d9-73ab9c95b0a2;2020-11-27T12:31:18.066Z;2020-11-27T12:31:46.644Z;5851;text/html;23244790;ru_RU;UTF-8
workspace://SpacesStore/928a6a97-0971-4f1a-b84f-132a4d3af729;workspace://SpacesStore/7a014bf2-4dc2-4798-84c8-2c5b2307f622;2020-11-16T12:52:58.490Z;2020-12-16T21:32:49.321Z;7362;text/html;26583309;ru_RU;UTF-8
workspace://SpacesStore/7325c9ce-c80a-49ec-b91b-2d1f5aad09b5;workspace://SpacesStore/1ae05811-9838-4617-9a13-3098016189c3;2020-11-13T12:23:54.045Z;2020-12-13T21:32:48.427Z;7463;text/html;25835646;ru_RU;UTF-8
workspace://SpacesStore/93990dc6-57dd-4f21-a79b-7894bbf575e6;workspace://SpacesStore/34c777dc-70f8-4668-a467-620fbf3ad7ab;2021-03-31T09:36:16.943Z;2021-04-02T03:15:06.512Z;6534;text/html;44103161;ru_RU;UTF-8
workspace://SpacesStore/97e0be24-a381-4c56-8fd3-4ee8aafb0834;workspace://SpacesStore/ec6221ab-f3aa-4059-ad8b-daf0d1e8c79a;2020-12-01T04:39:20.725Z;2021-01-12T21:30:38.050Z;7860;text/html;30046097;ru;UTF-8
workspace://SpacesStore/d6611fed-e626-48f0-ba48-bf835e8bce9e;workspace://SpacesStore/8d407068-7ff9-4ea6-8798-5efb0b950c8b;2020-11-23T12:16:21.668Z;2020-11-23T12:17:49.901Z;5803;text/html;22319580;ru_RU;UTF-8
workspace://SpacesStore/83da54e4-a98e-48e1-a56f-8af0473872b5;workspace://SpacesStore/4e1eabad-7ca0-4208-accc-9657c1e7dc06;2021-02-26T08:39:55.367Z;2021-03-17T02:08:46.962Z;16427;text/html;41016036;ru_RU;UTF-8
workspace://SpacesStore/89f0ce48-91fd-4ae8-aabb-472c8f9704df;workspace://SpacesStore/3951d361-a97e-41ed-9380-2d4e1ec49a61;2020-11-20T10:03:28.991Z;2021-01-12T09:18:55.949Z;7864;text/html;29927500;ru_RU;UTF-8
workspace://SpacesStore/836662a8-e876-43ca-add5-aaff9acba5e6;workspace://SpacesStore/c764e869-6ad2-4009-a28a-0f73a6fa9698;2020-11-18T03:41:38.120Z;2020-11-18T06:09:30.115Z;7620;text/html;21510364;ru;UTF-8
workspace://SpacesStore/5215827a-69f7-40d5-be4d-fcafd41d2f7f;workspace://SpacesStore/7e481072-0b69-4c5d-bff8-e958b84066e7;2020-11-19T10:37:52.426Z;2020-12-19T21:31:58.780Z;7455;text/html;27169644;ru_RU;UTF-8
workspace://SpacesStore/a5c86eb7-c5f9-4aeb-8119-082278b49bcb;workspace://SpacesStore/fa5e7572-843b-4713-80cb-74507cadcd61;2020-11-13T11:48:42.980Z;2020-12-13T21:32:57.313Z;7424;text/html;25835715;ru_RU;UTF-8
workspace://SpacesStore/02d57a3a-1c55-45c9-b129-453f994ebe37;workspace://SpacesStore/e76df5b3-d7a6-4a74-aa03-1bc406a9cebc;2020-11-13T13:12:48.109Z;2020-11-17T04:20:55.898Z;7825;text/html;21240971;ru_RU;UTF-8
workspace://SpacesStore/cfbf7c8f-4f73-470b-9844-87008a1565fa;workspace://SpacesStore/9fd8465f-28e7-44f9-9489-72ec995f145a;2020-11-12T10:11:43.477Z;2020-11-12T19:01:31.410Z;7162;text/html;20814723;ru_RU;UTF-8
workspace://SpacesStore/ae861798-8b69-4a6b-a6bc-2f1867c067b2;workspace://SpacesStore/d9696605-c419-46d2-85e0-036ac4456dff;2020-11-26T16:11:06.875Z;2020-12-03T11:59:27.462Z;7641;text/html;24226131;ru_RU;UTF-8
workspace://SpacesStore/c8732751-b86c-42c8-a109-3798f3cdcd1b;workspace://SpacesStore/2a1e1a61-d178-4050-b79a-24e0b456bd5b;2020-12-01T06:25:58.797Z;2020-12-01T06:26:55.801Z;5767;text/html;23639333;ru_RU;UTF-8
workspace://SpacesStore/f396a5ff-711b-4d28-911c-739ddf0ad72b;workspace://SpacesStore/9125529c-645d-4e88-a152-5a3effa8adc5;2020-11-16T03:57:36.743Z;2020-11-16T03:58:07.243Z;5771;text/html;20977925;ru_RU;UTF-8
workspace://SpacesStore/4e251db3-fc30-4472-a51c-f06b62920b22;workspace://SpacesStore/7cd19507-e0ff-4f27-b2e3-47b72075222e;2020-11-13T11:31:10.229Z;2020-11-29T19:01:37.972Z;7216;text/html;23292406;ru_RU;UTF-8
workspace://SpacesStore/aef3036d-9cc6-49a6-ac1b-d9fd8da2d577;workspace://SpacesStore/4ed21a94-4f10-4e6f-b853-f675f8974d4f;2021-08-12T05:06:32.756Z;2021-08-13T11:28:52.490Z;7898;text/html;57974112;ru_RU;UTF-8
workspace://SpacesStore/33dc6212-1c02-47fc-bca0-22782470c5ae;workspace://SpacesStore/2e53c941-3493-4f88-a36f-88d750f7dca7;2021-03-24T07:06:38.745Z;2021-03-24T08:43:36.590Z;5238;text/html;42366184;ru_RU;UTF-8
workspace://SpacesStore/346c851c-5826-415c-8b57-1fe5a5c4def5;workspace://SpacesStore/b287a4ce-06a8-4698-b94f-31c24246bb0c;2020-11-24T17:05:42.462Z;2020-12-14T13:29:36.832Z;7730;text/html;26065364;ru_RU;UTF-8
workspace://SpacesStore/beb7c816-77fb-4566-944c-db51486f108a;workspace://SpacesStore/2c733aa7-9912-46d8-8380-02da7e2d8fae;2021-10-06T12:52:44.300Z;2021-10-07T04:54:01.057Z;6415;text/html;62868232;ru_RU;UTF-8
workspace://SpacesStore/f802eefc-9a52-4656-8d50-fe62f7c58214;workspace://SpacesStore/4223174f-265d-4bfc-b69c-7055a8dc352e;2020-11-30T12:30:51.280Z;2021-03-25T12:53:48.928Z;7477;text/html;42706740;ru_RU;UTF-8
workspace://SpacesStore/61e5c440-ec53-4b24-ac81-a0e4da7b2783;workspace://SpacesStore/d2333bb9-1361-44a6-8243-a3e2071909bc;2020-11-26T12:06:51.072Z;2020-11-26T19:01:33.522Z;6874;text/html;23041663;ru_RU;UTF-8
workspace://SpacesStore/6fb36781-748d-40d7-8ca9-78d82cc28d72;workspace://SpacesStore/559517ed-ff07-40f0-a5bf-b75ab9e8dab7;2020-11-18T10:54:36.082Z;2020-12-21T05:04:27.368Z;7933;text/html;27245898;ru_RU;UTF-8
workspace://SpacesStore/626a23bf-ba18-48e4-ac23-c3329fea8079;workspace://SpacesStore/8ccdf748-3b35-4232-b316-977c0caafbea;2020-11-19T04:58:34.798Z;2020-11-30T04:54:24.751Z;7717;text/html;23345299;ru_RU;UTF-8
workspace://SpacesStore/f688dc41-c17c-4c0e-a641-4653a7de66e3;workspace://SpacesStore/bb73e027-698c-4988-b397-fab36bec0085;2020-11-05T06:11:28.051Z;2020-12-20T19:00:55.316Z;8005;text/html;27185431;ru_RU;UTF-8
workspace://SpacesStore/2e53bb73-720b-4919-a362-549b97b979b1;workspace://SpacesStore/efbd166e-9c50-442c-95d8-db57c39de2b2;2020-11-23T07:02:47.601Z;2020-11-30T10:55:46.908Z;7589;text/html;23477572;ru_RU;UTF-8
workspace://SpacesStore/1f9bccdc-87ae-47f4-ab12-ad7fdcc21374;workspace://SpacesStore/4593ad5d-fbb5-4c35-9e5b-78364031b77c;2020-11-11T04:12:46.511Z;2020-12-11T21:33:27.443Z;7272;text/html;25811446;ru_RU;UTF-8
workspace://SpacesStore/8905a1a8-a2e9-4629-9459-88d4ba14cd96;workspace://SpacesStore/34ca2e33-b99d-47f6-b3ce-0e703ba4ac3d;2020-12-06T10:00:53.949Z;2020-12-06T10:00:58.150Z;7475;text/html;24534856;ru_RU;UTF-8
workspace://SpacesStore/62b2cbe5-337a-4a55-ba33-19d5e6d08e73;workspace://SpacesStore/8558d5aa-6640-4463-a18f-2829fa68870c;2021-10-21T03:23:35.756Z;2021-10-21T04:11:08.727Z;5649;text/html;64064674;ru_RU;UTF-8
workspace://SpacesStore/f6fe545f-99aa-4958-a922-a282e545f88e;workspace://SpacesStore/df13010b-bf92-439b-a8b7-868e98a2d76b;2020-11-24T13:53:08.274Z;2020-12-24T21:32:32.173Z;7377;text/html;28292694;ru_RU;UTF-8
workspace://SpacesStore/db9644e8-a7ad-484e-99a1-e072d84b757d;workspace://SpacesStore/ce2fcebd-a4cb-4394-85b9-6627c4c7b40d;2020-11-25T12:50:40.753Z;2020-12-24T19:01:37.709Z;7233;text/html;28291567;ru_RU;UTF-8
workspace://SpacesStore/065cdfa4-3d72-4772-be85-aff592d4b991;workspace://SpacesStore/32a2bf86-58cd-4d81-bce7-468964270c7a;2020-10-06T11:12:25.145Z;2020-10-08T03:13:31.510Z;7164;text/html;14874111;ru_RU;UTF-8
workspace://SpacesStore/1a15b093-cce8-490e-b297-bf51fea13516;workspace://SpacesStore/3beb1e69-1e7e-48db-80d3-ee1837a1a8f7;2020-11-17T14:29:54.665Z;2020-11-23T19:00:57.659Z;7396;text/html;22361077;ru_RU;UTF-8
workspace://SpacesStore/e3508769-0fad-45c6-ad96-0074579e4901;workspace://SpacesStore/3ae86577-a858-424a-a612-6db1cad541c6;2020-11-28T04:22:27.518Z;2020-11-28T04:52:31.992Z;7645;text/html;23273974;ru_RU;UTF-8
workspace://SpacesStore/74e0a6bf-5fe1-4001-a608-060a7553f6aa;workspace://SpacesStore/251f7e58-6f65-4cce-8c50-f2570a44ffc5;2020-11-16T04:47:08.244Z;2020-12-31T05:18:07.221Z;7775;text/html;29308279;ru_RU;UTF-8
workspace://SpacesStore/545148dd-0b33-4b7b-8f05-da6123643ee8;workspace://SpacesStore/3fdddc64-1406-4910-b0dd-709498e48a7a;2020-11-10T07:02:03.261Z;2020-11-15T19:00:57.570Z;7174;text/html;20941555;ru_RU;UTF-8
workspace://SpacesStore/6fe6b230-3295-47d6-95c2-891d60bd211a;workspace://SpacesStore/5df7e8bd-f7ab-4f6f-b70f-64628039e5a1;2021-10-13T06:24:39.120Z;2021-10-13T11:36:13.012Z;6538;text/html;63428889;ru_RU;UTF-8
workspace://SpacesStore/6f580106-ea78-4010-a782-d220df2bfe52;workspace://SpacesStore/dc58a3d7-05ed-4f9f-a777-924f3c030335;2022-02-07T10:21:28.252Z;2022-02-07T10:21:39.378Z;1751040;application/msword;70719234;ru_RU;UTF-8
workspace://SpacesStore/79d2b41f-4e2e-4348-a082-f0f5f8aa7bea;workspace://SpacesStore/935b3fb8-70be-403c-aef3-c64a243c0723;2020-11-24T12:11:36.320Z;2020-12-25T12:43:53.157Z;5901;text/html;28513713;ru_RU;UTF-8
workspace://SpacesStore/fecd966b-a40b-4980-a4c1-7c38c36716e4;workspace://SpacesStore/ab1c1980-604e-47c5-80b6-13fde75f4524;2020-11-25T04:29:19.077Z;2020-12-04T10:26:11.253Z;7573;text/html;24448843;ru_RU;UTF-8
workspace://SpacesStore/4f36225f-4c83-4f3d-9156-9977bc5d0ede;workspace://SpacesStore/c5aa0b86-d7d3-483c-8cee-8d443776cbbf;2020-11-23T06:00:14.955Z;2020-11-24T06:25:56.236Z;7458;text/html;22440646;ru_RU;UTF-8
workspace://SpacesStore/46a33a71-6685-4bcd-b3f4-f0b32f034023;workspace://SpacesStore/e915333e-acfb-41d5-ac0a-a5ed6887b81c;2020-11-17T14:29:51.777Z;2020-11-21T04:58:29.871Z;7736;text/html;22102558;ru_RU;UTF-8
workspace://SpacesStore/c09c3c17-879e-469c-a469-f34cce05a0e4;workspace://SpacesStore/98dc6167-7b35-4697-8801-983a36c4a30b;2020-12-04T12:19:34.260Z;2021-01-03T21:31:45.870Z;7486;text/html;29528023;ru_RU;UTF-8
workspace://SpacesStore/a727b20b-3068-47f0-bf6f-48c601c95acb;workspace://SpacesStore/46e027e0-f1f5-4e78-a25b-86e9af24fe04;2020-11-17T08:10:37.550Z;2020-11-27T09:24:10.522Z;7469;text/html;23182839;ru;UTF-8
workspace://SpacesStore/d426137f-11a4-4cb0-8abf-cd26d27e8acb;workspace://SpacesStore/534cf6d3-3423-49c6-a2de-9ad5957c6f7c;2020-11-18T09:53:33.280Z;2020-11-26T12:35:57.746Z;7551;text/html;23009326;ru_RU;UTF-8
workspace://SpacesStore/ae5acb34-2dd1-4f90-8f32-a2aa0c1bdd06;workspace://SpacesStore/2509ebbe-dd35-4a4a-9ef0-eb9610961665;2020-11-17T13:15:00.211Z;2020-11-23T03:55:55.354Z;7780;text/html;22146862;ru;UTF-8
workspace://SpacesStore/878df7ea-22c7-42dd-9349-490f7f6c65ed;workspace://SpacesStore/aa8f14da-16e6-4842-9025-9bf2ec1cbe5a;2021-08-18T11:01:18.493Z;2021-08-18T12:35:59.347Z;3520;text/html;58416848;ru_RU;UTF-8
workspace://SpacesStore/4d67db5b-9c4a-4448-9f3c-75b963f90e26;workspace://SpacesStore/ed943ef2-31d6-4baa-8ce3-550cbc06507f;2020-11-26T03:20:54.008Z;2020-11-27T04:33:13.696Z;7440;text/html;23082591;ru_RU;UTF-8
workspace://SpacesStore/f33dd8d5-9224-4f77-a04b-9ea20f4134f5;workspace://SpacesStore/f803b877-8af7-4201-9aed-2344b1b4d4b6;2020-10-26T10:57:20.376Z;2020-10-26T13:03:05.229Z;7617;text/html;17832125;ru_RU;UTF-8
workspace://SpacesStore/0164d416-ff46-4a9d-ab77-a2814122a1e1;workspace://SpacesStore/bf6a54d6-bd6c-4622-a2b2-b16ee2bdf16c;2020-11-18T04:01:11.940Z;2020-12-01T19:01:17.361Z;7463;text/html;23791103;ru_RU;UTF-8
workspace://SpacesStore/1326e8f1-c2f2-42b6-897c-9f439b1cf590;workspace://SpacesStore/ccd43a44-1be1-4e2a-a921-01765742133d;2020-11-23T06:01:05.053Z;2020-12-23T21:32:10.145Z;7387;text/html;28003608;ru;UTF-8
workspace://SpacesStore/71b6e4a6-b137-400b-b2db-b1d3eab4b574;workspace://SpacesStore/0d33389f-d2dd-4ad1-84f4-85089de96117;2021-03-26T11:06:53.421Z;2021-03-29T05:17:43.172Z;7454;text/html;43049299;ru_RU;UTF-8
workspace://SpacesStore/c4cf7561-4255-4684-beeb-088c7f588b0a;workspace://SpacesStore/4bdb7e62-7091-4a51-b364-a067e7a7a261;2020-11-12T13:47:54.442Z;2020-11-27T06:22:15.823Z;7856;text/html;23122470;ru;UTF-8
workspace://SpacesStore/cf079578-08fa-4842-8552-c39c6b6cc480;workspace://SpacesStore/9a40ab7c-0157-48d0-a8c3-611a75414215;2020-11-20T09:28:22.552Z;2020-11-25T06:32:40.140Z;7467;text/html;22671762;ru_RU;UTF-8
workspace://SpacesStore/6ee6fd11-9fc6-4930-afab-e5e952cc2da3;workspace://SpacesStore/87a9a563-856b-45d7-988b-a0578468c11f;2020-11-25T12:32:13.447Z;2020-12-11T11:16:46.864Z;7199;text/html;25762447;ru_RU;UTF-8
workspace://SpacesStore/49605101-efed-43a1-8ca8-1b1ff8dc2693;workspace://SpacesStore/5a8d788f-6471-4b96-805b-b85061c9f2fe;2020-10-23T08:53:23.924Z;2020-10-23T08:53:57.859Z;7731;text/html;17533051;ru_RU;UTF-8
workspace://SpacesStore/33f8205d-096e-4ddc-908a-b31a8207058b;workspace://SpacesStore/12dc336d-6d74-4bfa-a96c-923151f426d4;2020-10-26T13:04:49.262Z;2020-10-26T13:04:49.262Z;6164;text/html;17832492;ru_RU;UTF-8
workspace://SpacesStore/4633586e-198a-48cf-8c83-6dfbbbe8aed3;workspace://SpacesStore/57fa6421-9c36-465a-9cb9-ff65890d7237;2020-10-27T04:37:28.508Z;2020-10-28T03:35:10.462Z;7842;text/html;18111252;ru;UTF-8
workspace://SpacesStore/4cb71e0c-aab6-415f-8130-1aedad086442;workspace://SpacesStore/a7f88ee5-eb1e-4133-bfca-d9e21681c0f7;2020-10-28T13:07:59.013Z;2020-10-28T13:07:59.013Z;6070;text/html;18296828;ru_RU;UTF-8
workspace://SpacesStore/8e47e2af-1cda-48cf-bab7-962302d07113;workspace://SpacesStore/ae9e8c30-ad8f-492d-8478-6be5ddce6643;2020-11-26T13:43:41.501Z;2020-11-27T05:41:37.832Z;7824;text/html;23107490;ru_RU;UTF-8
workspace://SpacesStore/5edf9de0-7570-4ab3-840f-3825bc1a060c;workspace://SpacesStore/0fa0251c-d063-41d2-adc4-c4e81c5b6d82;2020-11-23T12:48:51.146Z;2020-12-02T04:32:33.951Z;7457;text/html;23830074;ru_RU;UTF-8
workspace://SpacesStore/9584ede8-06f2-4267-9741-98e0baa6d4cf;workspace://SpacesStore/743c87aa-ef23-4bd0-9ba7-9715faeecec1;2020-11-26T09:01:19.936Z;2020-12-09T11:15:09.100Z;5777;text/html;25248623;ru_RU;UTF-8
workspace://SpacesStore/b6e0aee2-0801-4824-82cf-f0308f092d8a;workspace://SpacesStore/cf5d2b77-3bc9-4c8d-8b9e-c8a52b34daf8;2020-11-12T12:43:53.633Z;2020-11-12T13:11:13.415Z;7921;text/html;20792931;ru_RU;UTF-8
workspace://SpacesStore/29aa0502-9e64-42d3-9e8e-c5e68f0ae4d3;workspace://SpacesStore/34950f2a-0cdd-4907-bab6-c88cba62fae6;2022-10-05T07:12:09.833Z;2022-10-05T07:12:19.735Z;129313;application/pdf;88401261;ru_RU;UTF-8
workspace://SpacesStore/41dfe753-a51b-47c8-83a2-6f7ad07d41ff;workspace://SpacesStore/cb6d572e-4b52-4c2c-9eda-1ece44a2eeff;2020-11-03T06:02:09.168Z;2020-11-03T06:03:26.561Z;6448;text/html;19281238;ru_RU;UTF-8
workspace://SpacesStore/bbd342ea-d7c9-4b71-b185-0765b0ca9775;workspace://SpacesStore/bb91f9dd-9fb0-420d-8e41-2c600b493462;2021-06-10T04:29:38.510Z;2021-06-10T13:17:48.735Z;8005;text/html;52598503;ru_RU;UTF-8
workspace://SpacesStore/0bc044aa-3021-49d0-aa70-9d64628bf430;workspace://SpacesStore/490a3465-cbde-4455-9cd2-42290207da85;2020-11-24T14:10:56.476Z;2020-11-29T19:02:03.195Z;7221;text/html;23292632;ru_RU;UTF-8
workspace://SpacesStore/188205de-b7cf-40f3-9e21-88c9136aed02;workspace://SpacesStore/147a1848-37e0-4d11-9bfb-de0121871f50;2020-11-30T06:56:40.726Z;2020-12-20T19:00:57.796Z;7463;text/html;27185451;ru_RU;UTF-8
workspace://SpacesStore/9431b950-5a15-4d3f-a19a-63b996d91dec;workspace://SpacesStore/cead7317-fb07-42ad-9009-39df1a027a75;2022-10-03T05:56:31.805Z;2022-10-03T05:56:39.298Z;36352;application/msword;88141189;ru_RU;UTF-8
